airport_icao;visibility;wind_speed;wind_direction;rvr;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KIAD;10.0;5;180;>6000 ;19;C;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KIAD;10.0;5;180;>6000 ;19;R;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KIAD;10.0;5;180;>6000 ;19;L;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KSFO;10.0;6;260;>6000 ;28;R;CAT III;5.6;2.1;-1.0;None;1;0;0;0
KORD;10.0;14;320;>6000 ;27;C;CAT III;9.0;10.7;9000.0;None;1;0;0;0
KORD;10.0;14;320;>6000 ;27;R;CAT III;9.0;10.7;9000.0;None;1;0;0;0
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;25000.0;None;0;1;1;1
KJFK;1.0;11;120;>6000 ;22;L;CAT III;-1.9;10.8;400.0;- DZ BR;1;0;0;0
KJFK;1.0;11;120;>6000 ;22;R;CAT III;-1.9;10.8;400.0;- DZ BR;1;0;0;0
KATL;10.0;18;310;>6000 ;26;R;CAT III;11.6;13.8;-1.0;None;1;0;0;1
KATL;10.0;18;310;>6000 ;27;L;CAT III;13.8;11.6;-1.0;None;1;0;0;1
KATL;10.0;18;310;>6000 ;28;X;CAT III;15.6;9.0;-1.0;None;1;0;0;1
KIAD;10.0;10;170;>6000 ;19;C;CAT III;9.4;3.4;-1.0;None;1;0;0;1
KIAD;10.0;10;170;>6000 ;19;R;CAT III;9.4;3.4;-1.0;None;1;0;0;1
KIAD;10.0;10;170;>6000 ;19;L;CAT III;9.4;3.4;-1.0;None;1;0;0;1
KLAX;10.0;3;160;>6000 ;24;R;No ILS;0.5;3.0;-1.0;None;0;1;1;1
KORD;10.0;14;330;>6000 ;27;R;CAT III;7.0;12.1;25000.0;None;1;0;0;0
KORD;10.0;14;330;>6000 ;28;C;CAT III;9.0;10.7;25000.0;None;1;0;0;0
KIAD;10.0;11;170;>6000 ;19;L;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;170;>6000 ;19;C;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;11;170;>6000 ;19;R;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KJFK;1.0;12;120;>6000 ;22;L;CAT III;-2.1;11.8;400.0;- DZ BR;1;0;0;0
KJFK;1.0;12;120;>6000 ;22;R;CAT III;-2.1;11.8;400.0;- DZ BR;1;0;0;0
KATL;10.0;13;280;>6000 ;26;R;CAT III;12.2;4.4;-1.0;None;1;0;0;1
KATL;10.0;13;280;>6000 ;27;L;CAT III;12.8;2.3;-1.0;None;1;0;0;1
KATL;10.0;13;280;>6000 ;28;X;CAT III;13.0;0.0;-1.0;None;1;0;0;1
KJFK;1.0;13;130;6000 ;22;L;CAT III;0.0;13.0;400.0;BR;1;0;0;0
KJFK;1.0;13;130;5500▼;22;R;CAT III;0.0;13.0;400.0;BR;1;0;0;0
KIAD;10.0;9;190;>6000 ;19;L;CAT III;9.0;0.0;22000.0;None;1;0;0;1
KIAD;10.0;9;190;>6000 ;19;C;CAT III;9.0;0.0;22000.0;None;1;0;0;1
KIAD;10.0;9;190;>6000 ;19;R;CAT III;9.0;0.0;22000.0;None;1;0;0;1
KATL;10.0;16;290;>6000 ;26;R;No ILS;13.9;8.0;-1.0;None;0;0;0;1
KATL;10.0;16;290;>6000 ;27;L;No ILS;15.0;5.5;-1.0;None;0;0;0;1
KATL;10.0;16;290;>6000 ;28;X;No ILS;15.8;2.8;-1.0;None;0;0;0;1
KLAX;10.0;5;220;>6000 ;24;R;No ILS;4.7;1.7;-1.0;None;0;1;1;1
KORD;10.0;16;320;>6000 ;27;C;CAT III;10.3;12.3;25000.0;None;1;0;0;0
KORD;10.0;16;320;>6000 ;27;R;CAT III;10.3;12.3;25000.0;None;1;0;0;0
KORD;10.0;16;320;>6000 ;28;C;CAT III;12.3;10.3;25000.0;None;1;0;0;0
KJFK;1.0;11;130;>6000 ;22;L;CAT III;0.0;11.0;400.0;BR;1;0;0;0
KJFK;1.0;11;130;>6000 ;22;R;CAT III;0.0;11.0;400.0;BR;1;0;0;0
KLAX;10.0;3;220;>6000 ;24;R;No ILS;2.8;1.0;-1.0;None;0;1;1;1
KORD;10.0;14;350;>6000 ;27;C;CAT III;2.4;13.8;25000.0;None;1;0;0;0
KORD;10.0;14;350;>6000 ;27;R;CAT III;2.4;13.8;25000.0;None;1;0;0;0
KORD;10.0;14;350;>6000 ;28;C;CAT III;4.8;13.2;25000.0;None;1;0;0;0
KATL;10.0;13;280;>6000 ;26;R;No ILS;12.2;4.4;-1.0;None;0;0;0;1
KATL;10.0;13;280;>6000 ;27;L;No ILS;12.8;2.3;-1.0;None;0;0;0;1
KATL;10.0;13;280;>6000 ;28;X;No ILS;13.0;0.0;-1.0;None;0;0;0;1
KIAD;10.0;11;170;>6000 ;19;C;CAT III;10.3;3.8;22000.0;None;1;0;0;1
KJFK;1.0;12;120;4000▼;22;L;CAT III;-2.1;11.8;400.0;BR;1;0;0;0
KJFK;1.0;12;120;3500 ;22;R;CAT III;-2.1;11.8;400.0;BR;1;0;0;0
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KIAD;10.0;11;190;>6000 ;19;L;CAT III;11.0;0.0;22000.0;None;1;0;0;1
KIAD;10.0;11;190;>6000 ;19;C;CAT III;11.0;0.0;22000.0;None;1;0;0;1
KIAD;10.0;11;190;5000▼;19;R;CAT III;11.0;0.0;22000.0;None;1;0;0;1
KORD;10.0;13;310;>6000 ;28;C;CAT III;11.3;6.5;-1.0;None;1;0;0;1
KORD;10.0;13;310;>6000 ;27;C;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KORD;10.0;13;310;>6000 ;27;R;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KATL;10.0;19;270;>6000 ;26;R;No ILS;18.7;3.3;6000.0;None;0;0;0;1
KATL;10.0;19;270;>6000 ;27;L;No ILS;19.0;0.0;6000.0;None;0;0;0;1
KATL;10.0;19;270;>6000 ;28;X;No ILS;18.7;3.3;6000.0;None;0;0;0;1
KATL;10.0;18;310;>6000 ;26;R;No ILS;11.6;13.8;5500.0;None;0;0;0;1
KATL;10.0;18;310;>6000 ;27;L;No ILS;13.8;11.6;5500.0;None;0;0;0;1
KATL;10.0;18;310;>6000 ;28;X;No ILS;15.6;9.0;5500.0;None;0;0;0;1
KJFK;1.0;12;130;>6000 ;22;L;CAT III;0.0;12.0;300.0;- DZ BR;1;0;0;0
KJFK;1.0;12;130;3500▲;22;R;CAT III;0.0;12.0;300.0;- DZ BR;1;0;0;0
KIAD;10.0;10;190;>6000 ;19;L;CAT III;10.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;10;190;>6000 ;19;C;CAT III;10.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;10;190;5000▼;19;R;CAT III;10.0;0.0;20000.0;None;1;0;0;1
KLAX;10.0;8;250;>6000 ;24;R;No ILS;7.9;1.4;-1.0;None;0;1;1;1
KORD;10.0;12;310;>6000 ;28;C;CAT III;10.4;6.0;-1.0;None;1;0;0;1
KORD;10.0;12;310;>6000 ;27;C;CAT III;9.2;7.7;-1.0;None;1;0;0;1
KORD;10.0;12;310;>6000 ;27;R;CAT III;9.2;7.7;-1.0;None;1;0;0;1
KLAX;10.0;10;240;>6000 ;24;R;No ILS;10.0;0.0;25000.0;None;0;1;1;1
KJFK;1.0;12;130;3000▲;22;L;CAT III;0.0;12.0;;- DZ BR;1;0;0;0
KJFK;1.0;12;130;2000▼;22;R;CAT III;0.0;12.0;;- DZ BR;1;0;0;0
KIAD;10.0;11;240;>6000 ;19;L;CAT III;7.1;8.4;7000.0;None;1;0;0;1
KIAD;10.0;11;240;>6000 ;19;C;CAT III;7.1;8.4;7000.0;None;1;0;0;1
KIAD;10.0;11;240;>6000 ;19;R;CAT III;7.1;8.4;7000.0;None;1;0;0;1
KATL;10.0;14;310;>6000 ;26;R;No ILS;9.0;10.7;4900.0;None;0;0;0;1
KATL;10.0;14;310;>6000 ;27;L;No ILS;10.7;9.0;4900.0;None;0;0;0;1
KATL;10.0;14;310;>6000 ;28;X;No ILS;12.1;7.0;4900.0;None;0;0;0;1
KORD;10.0;11;310;>6000 ;28;C;CAT III;9.5;5.5;-1.0;None;1;0;0;1
KORD;10.0;11;310;>6000 ;27;C;CAT III;8.4;7.1;-1.0;None;1;0;0;1
KORD;10.0;11;310;>6000 ;27;R;CAT III;8.4;7.1;-1.0;None;1;0;0;1
KIAD;10.0;19;300;>6000 ;1;C;CAT III;6.5;17.9;4000.0;None;1;0;0;1
KLAX;10.0;11;250;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KJFK;1.0;15;110;1800▼;22;L;CAT III;-5.1;14.1;300.0;- DZ FG;1;0;0;0
KJFK;1.0;15;110;1800 ;22;R;CAT III;-5.1;14.1;300.0;- DZ FG;1;0;0;0
KATL;10.0;21;300;>6000 ;26;R;No ILS;16.1;13.5;4700.0;None;0;0;0;1
KATL;10.0;21;300;>6000 ;27;L;No ILS;18.2;10.5;4700.0;None;0;0;0;1
KATL;10.0;21;300;>6000 ;28;X;No ILS;19.7;7.2;4700.0;None;0;0;0;1
KORD;10.0;11;320;>6000 ;28;C;CAT III;8.4;7.1;-1.0;None;1;0;0;1
KORD;10.0;11;320;>6000 ;27;C;CAT III;7.1;8.4;-1.0;None;1;0;0;1
KORD;10.0;11;320;>6000 ;27;R;CAT III;7.1;8.4;-1.0;None;1;0;0;1
KORD;10.0;10;300;>6000 ;28;C;CAT III;9.4;3.4;-1.0;None;1;0;0;1
KORD;10.0;10;300;>6000 ;27;C;CAT III;8.7;5.0;-1.0;None;1;0;0;1
KORD;10.0;10;300;>6000 ;27;R;CAT III;8.7;5.0;-1.0;None;1;0;0;1
KLAX;10.0;12;250;>6000 ;24;R;No ILS;11.8;2.1;-1.0;None;0;1;1;1
KATL;10.0;15;290;>6000 ;26;R;No ILS;13.0;7.5;4500.0;None;0;0;0;1
KATL;10.0;15;290;>6000 ;27;L;No ILS;14.1;5.1;4500.0;None;0;0;0;1
KATL;10.0;15;290;>6000 ;28;X;No ILS;14.8;2.6;4500.0;None;0;0;0;1
KIAD;10.0;15;330;>6000 ;1;C;CAT III;11.5;9.6;4000.0;- RA;1;0;0;1
KJFK;1.0;13;120;3500▲;22;L;CAT III;-2.3;12.8;200.0;- DZ FG;1;0;0;0
KJFK;1.0;13;120;3500▲;22;R;CAT III;-2.3;12.8;200.0;- DZ FG;1;0;0;0
KJFK;1.0;13;120;6000▲;22;L;CAT III;-2.3;12.8;200.0;- DZ FG;1;0;0;0
KJFK;1.0;13;120;4500 ;22;R;CAT III;-2.3;12.8;200.0;- DZ FG;1;0;0;0
KATL;10.0;17;300;>6000 ;26;R;No ILS;13.0;10.9;4500.0;None;0;0;0;1
KATL;10.0;17;300;>6000 ;27;L;No ILS;14.7;8.5;4500.0;None;0;0;0;1
KATL;10.0;17;300;>6000 ;28;X;No ILS;16.0;5.8;4500.0;None;0;0;0;1
KLAX;10.0;15;240;>6000 ;24;R;No ILS;15.0;0.0;-1.0;None;0;1;1;1
KORD;10.0;9;300;>6000 ;28;C;CAT III;8.5;3.1;-1.0;None;1;0;0;1
KORD;10.0;9;300;>6000 ;27;C;CAT III;7.8;4.5;-1.0;None;1;0;0;1
KORD;10.0;9;300;>6000 ;27;R;CAT III;7.8;4.5;-1.0;None;1;0;0;1
KIAD;6.0;19;310;>6000 ;1;C;CAT III;9.5;16.5;7000.0;RA;1;0;0;1
KATL;10.0;16;290;>6000 ;26;R;CAT III;13.9;8.0;4500.0;None;1;0;0;1
KATL;10.0;16;290;>6000 ;27;L;CAT III;15.0;5.5;4500.0;None;1;0;0;1
KATL;10.0;16;290;>6000 ;28;X;CAT III;15.8;2.8;4500.0;None;1;0;0;1
KJFK;1.0;8;110;5500 ;22;L;CAT III;-2.7;7.5;200.0;- DZ FG;1;0;0;0
KJFK;1.0;8;110;5000 ;22;R;CAT III;-2.7;7.5;200.0;- DZ FG;1;0;0;0
KLAX;10.0;12;230;>6000 ;24;R;No ILS;11.8;2.1;-1.0;None;0;1;1;1
KIAD;10.0;11;350;>6000 ;1;C;CAT III;10.3;3.8;3700.0;- RA;1;0;0;1
KORD;10.0;8;310;>6000 ;27;C;CAT III;6.1;5.1;-1.0;None;1;0;0;1
KORD;10.0;8;310;>6000 ;28;C;CAT III;6.9;4.0;-1.0;None;1;0;0;1
KORD;10.0;8;310;>6000 ;27;R;CAT III;6.1;5.1;-1.0;None;1;0;0;1
KATL;10.0;18;300;>6000 ;26;R;CAT III;13.8;11.6;3800.0;None;1;0;0;1
KATL;10.0;18;300;>6000 ;27;L;CAT III;15.6;9.0;3800.0;None;1;0;0;1
KATL;10.0;18;300;>6000 ;28;X;CAT III;16.9;6.2;3800.0;None;1;0;0;1
KJFK;3.0;0;0;>6000 ;22;L;CAT III;0.0;0.0;300.0;- RA BR;1;0;0;0
KJFK;3.0;0;0;>6000 ;22;R;CAT III;0.0;0.0;300.0;- RA BR;1;0;0;0
KIAD;10.0;8;340;>6000 ;1;C;CAT III;6.9;4.0;6500.0;None;1;0;0;1
KLAX;10.0;10;230;>6000 ;24;R;No ILS;9.8;1.7;-1.0;None;0;1;1;1
KORD;10.0;8;100;>6000 ;27;C;CAT III;-7.9;1.4;-1.0;None;1;0;0;0
KATL;10.0;24;310;>6000 ;26;R;CAT III;15.4;18.4;4000.0;None;1;0;0;1
KATL;10.0;24;310;>6000 ;27;L;CAT III;18.4;15.4;4000.0;None;1;0;0;1
KATL;10.0;24;310;>6000 ;28;X;CAT III;20.8;12.0;4000.0;None;1;0;0;1
KJFK;8.0;10;110;>6000 ;22;L;CAT III;-3.4;9.4;2200.0;- RA;1;0;0;0
KJFK;8.0;10;110;>6000 ;22;R;CAT III;-3.4;9.4;2200.0;- RA;1;0;0;0
KIAD;10.0;17;310;>6000 ;1;C;CAT III;8.5;14.7;6500.0;None;1;0;0;1
KORD;10.0;5;120;>6000 ;27;C;CAT III;-4.3;2.5;-1.0;None;1;0;0;0
KLAX;10.0;10;250;>6000 ;24;R;No ILS;9.8;1.7;-1.0;None;0;1;1;1
KJFK;2.0;5;140;>6000 ;22;L;CAT III;0.9;4.9;-1.0;None;1;0;0;0
KJFK;2.0;5;140;>6000 ;22;R;CAT III;0.9;4.9;-1.0;None;1;0;0;0
KATL;10.0;15;300;>6000 ;26;R;CAT III;11.5;9.6;4400.0;None;1;0;0;1
KATL;10.0;15;300;>6000 ;27;L;CAT III;13.0;7.5;4400.0;None;1;0;0;1
KATL;10.0;15;300;>6000 ;28;X;CAT III;14.1;5.1;4400.0;None;1;0;0;1
KLAX;10.0;5;230;>6000 ;24;R;No ILS;4.9;0.9;-1.0;None;0;1;1;1
KORD;10.0;5;160;>6000 ;28;C;CAT III;-2.5;4.3;-1.0;None;1;0;0;0
KIAD;10.0;16;320;>6000 ;1;C;CAT III;10.3;12.3;-1.0;None;1;0;0;1
KLAX;10.0;4;200;>6000 ;24;R;No ILS;3.1;2.6;-1.0;None;0;1;1;1
KORD;10.0;6;170;>6000 ;28;C;CAT III;-2.1;5.6;25000.0;None;1;0;0;0
KJFK;6.0;5;110;>6000 ;4;R;CAT III;1.7;4.7;500.0;RA BR;1;0;0;0
KJFK;6.0;5;110;>6000 ;4;L;CAT III;1.7;4.7;500.0;RA BR;1;0;0;0
KIAD;10.0;20;320;>6000 ;1;C;CAT III;12.9;15.3;6000.0;None;1;0;0;1
KATL;10.0;11;300;>6000 ;26;R;CAT III;8.4;7.1;4000.0;None;1;0;0;0
KATL;10.0;11;300;>6000 ;27;L;CAT III;9.5;5.5;4000.0;None;1;0;0;0
KLAX;10.0;5;190;>6000 ;24;R;No ILS;3.2;3.8;-1.0;None;0;1;1;1
KATL;10.0;12;330;>6000 ;26;R;CAT III;4.1;11.3;-1.0;None;1;0;0;0
KATL;10.0;12;330;>6000 ;27;L;CAT III;6.0;10.4;-1.0;None;1;0;0;0
KIAD;10.0;13;320;>6000 ;1;C;CAT III;8.4;10.0;6500.0;None;1;0;0;1
KJFK;3.0;7;300;>6000 ;4;R;CAT III;-1.2;6.9;700.0;+ RA BR;1;0;0;0
KJFK;3.0;7;300;>6000 ;4;L;CAT III;-1.2;6.9;700.0;+ RA BR;1;0;0;0
KORD;10.0;5;180;>6000 ;28;C;CAT III;-0.9;4.9;-1.0;None;1;0;0;0
KJFK;10.0;9;320;>6000 ;4;R;CAT III;1.6;8.9;9000.0;None;1;0;0;0
KJFK;10.0;9;320;>6000 ;4;L;CAT III;1.6;8.9;9000.0;None;1;0;0;0
KIAD;10.0;23;330;>6000 ;1;C;CAT III;17.6;14.8;4700.0;None;1;0;0;1
KLAX;10.0;3;320;>6000 ;24;R;No ILS;0.5;3.0;-1.0;None;0;1;1;1
KATL;10.0;12;320;>6000 ;26;R;CAT III;6.0;10.4;-1.0;None;1;0;0;0
KATL;10.0;12;320;>6000 ;27;L;CAT III;7.7;9.2;-1.0;None;1;0;0;0
KORD;10.0;4;190;>6000 ;28;C;CAT III;0.0;4.0;-1.0;None;1;0;0;0
KJFK;10.0;14;330;>6000 ;4;R;CAT III;4.8;13.2;3300.0;None;1;0;0;0
KJFK;10.0;14;330;>6000 ;4;L;CAT III;4.8;13.2;3300.0;None;1;0;0;0
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KATL;10.0;11;320;>6000 ;26;R;CAT III;5.5;9.5;-1.0;None;1;0;0;0
KATL;10.0;11;320;>6000 ;27;L;CAT III;7.1;8.4;-1.0;None;1;0;0;0
KIAD;10.0;26;330;>6000 ;1;C;CAT III;19.9;16.7;4900.0;None;1;0;0;1
KORD;10.0;4;200;>6000 ;27;C;CAT III;1.4;3.8;-1.0;None;1;0;0;0
KSFO;10.0;10;260;>6000 ;28;L;CAT III;9.4;3.4;20000.0;None;1;0;0;0
KJFK;10.0;19;350;>6000 ;31;L;CAT III;14.6;12.2;4200.0;None;1;0;0;0
KLAX;10.0;4;90;>6000 ;6;L;No ILS;3.5;2.0;-1.0;None;0;1;1;1
KIAD;10.0;17;340;>6000 ;1;C;CAT III;14.7;8.5;4900.0;None;1;0;0;1
KATL;10.0;10;320;>6000 ;26;R;CAT III;5.0;8.7;-1.0;None;1;0;0;0
KATL;10.0;10;320;>6000 ;27;L;CAT III;6.4;7.7;-1.0;None;1;0;0;0
KORD;10.0;6;200;>6000 ;27;C;CAT III;2.1;5.6;-1.0;None;1;0;0;0
KORD;10.0;6;200;>6000 ;28;C;CAT III;1.0;5.9;-1.0;None;1;0;0;0
KLAX;10.0;3;40;>6000 ;6;L;No ILS;2.8;1.0;-1.0;None;0;1;1;1
KSFO;10.0;4;270;>6000 ;28;L;CAT III;3.9;0.7;20000.0;None;1;0;0;0
KIAD;10.0;17;340;>6000 ;1;R;CAT III;14.7;8.5;4800.0;None;1;0;0;1
KIAD;10.0;17;340;>6000 ;1;C;CAT III;14.7;8.5;4800.0;None;1;0;0;1
KIAD;10.0;17;340;>6000 ;1;L;CAT III;14.7;8.5;4800.0;None;1;0;0;1
KJFK;10.0;14;330;>6000 ;31;R;CAT III;13.2;4.8;7500.0;None;1;0;0;0
KJFK;10.0;14;330;>6000 ;31;L;CAT III;13.2;4.8;7500.0;None;1;0;0;0
KATL;10.0;8;300;>6000 ;26;R;CAT III;6.1;5.1;-1.0;None;1;0;0;0
KATL;10.0;8;300;>6000 ;27;L;CAT III;6.9;4.0;-1.0;None;1;0;0;0
KATL;10.0;8;300;>6000 ;28;X;CAT III;7.5;2.7;-1.0;None;1;0;0;0
KORD;10.0;6;210;>6000 ;27;C;CAT III;3.0;5.2;-1.0;None;1;0;0;0
KORD;10.0;6;210;>6000 ;28;C;CAT III;2.1;5.6;-1.0;None;1;0;0;0
KLAX;10.0;5;80;>6000 ;6;L;No ILS;4.7;1.7;-1.0;None;0;1;1;1
KIAD;10.0;14;340;>6000 ;1;R;CAT III;12.1;7.0;4200.0;None;1;0;0;1
KIAD;10.0;14;340;>6000 ;1;C;CAT III;12.1;7.0;4200.0;None;1;0;0;1
KIAD;10.0;14;340;>6000 ;1;L;CAT III;12.1;7.0;4200.0;None;1;0;0;1
KJFK;10.0;22;320;>6000 ;31;R;CAT III;21.7;3.8;3600.0;None;1;0;0;0
KJFK;10.0;22;320;>6000 ;31;L;CAT III;21.7;3.8;3600.0;None;1;0;0;0
KORD;10.0;5;200;>6000 ;27;C;CAT III;1.7;4.7;-1.0;None;1;0;0;0
KORD;10.0;5;200;>6000 ;28;C;CAT III;0.9;4.9;-1.0;None;1;0;0;0
KSFO;10.0;4;270;>6000 ;28;L;CAT III;3.9;0.7;20000.0;None;1;0;0;0
KATL;10.0;8;290;>6000 ;26;R;No ILS;6.9;4.0;-1.0;None;0;0;0;1
KATL;10.0;8;290;>6000 ;27;L;No ILS;7.5;2.7;-1.0;None;0;0;0;1
KATL;10.0;8;290;>6000 ;28;X;No ILS;7.9;1.4;-1.0;None;0;0;0;1
KSFO;10.0;4;230;>6000 ;28;L;CAT III;2.6;3.1;20000.0;None;1;0;0;0
KORD;10.0;6;190;>6000 ;27;R;CAT III;1.0;5.9;-1.0;None;1;0;0;0
KORD;10.0;6;190;>6000 ;28;C;CAT III;0.0;6.0;-1.0;None;1;0;0;0
KLAX;10.0;4;70;>6000 ;6;L;No ILS;3.9;0.7;-1.0;None;0;1;1;1
KJFK;10.0;23;320;>6000 ;31;R;CAT III;22.7;4.0;8000.0;None;1;0;0;1
KJFK;10.0;23;320;>6000 ;31;L;CAT III;22.7;4.0;8000.0;None;1;0;0;1
KIAD;10.0;13;330;>6000 ;1;R;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KIAD;10.0;13;330;>6000 ;1;C;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KIAD;10.0;13;330;>6000 ;1;L;CAT III;10.0;8.4;-1.0;None;1;0;0;1
KATL;10.0;8;320;>6000 ;26;R;No ILS;4.0;6.9;-1.0;None;0;0;0;1
KATL;10.0;8;320;>6000 ;27;L;No ILS;5.1;6.1;-1.0;None;0;0;0;1
KATL;10.0;8;320;>6000 ;28;X;No ILS;6.1;5.1;-1.0;None;0;0;0;1
KJFK;10.0;24;320;>6000 ;31;R;CAT III;23.6;4.2;9000.0;None;1;0;0;1
KJFK;10.0;24;320;>6000 ;31;L;CAT III;23.6;4.2;9000.0;None;1;0;0;1
KIAD;10.0;16;330;>6000 ;1;R;CAT III;12.3;10.3;-1.0;None;1;0;0;1
KATL;10.0;7;310;>6000 ;26;R;No ILS;4.5;5.4;-1.0;None;0;0;0;1
KATL;10.0;7;310;>6000 ;27;L;No ILS;5.4;4.5;-1.0;None;0;0;0;1
KATL;10.0;7;310;>6000 ;28;X;No ILS;6.1;3.5;-1.0;None;0;0;0;1
KSFO;10.0;5;250;>6000 ;28;L;CAT III;4.3;2.5;-1.0;None;1;0;0;0
KLAX;10.0;0;0;>6000 ;6;L;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KORD;10.0;10;210;>6000 ;27;C;CAT III;5.0;8.7;-1.0;None;1;0;0;1
KORD;10.0;10;210;>6000 ;27;R;CAT III;5.0;8.7;-1.0;None;1;0;0;1
KORD;10.0;10;210;>6000 ;28;C;CAT III;3.4;9.4;-1.0;None;1;0;0;1
KJFK;10.0;24;330;>6000 ;31;R;CAT III;22.6;8.2;-1.0;None;1;0;0;1
KJFK;10.0;24;330;>6000 ;31;L;CAT III;22.6;8.2;-1.0;None;1;0;0;1
KIAD;10.0;14;330;>6000 ;1;R;CAT III;10.7;9.0;-1.0;None;1;0;0;1
KLAX;10.0;3;360;>6000 ;24;R;No ILS;-1.5;2.6;-1.0;None;0;1;1;1
KSFO;10.0;5;260;>6000 ;28;L;CAT III;4.7;1.7;-1.0;None;1;0;0;0
KATL;10.0;9;320;>6000 ;26;R;No ILS;4.5;7.8;-1.0;None;0;0;0;1
KATL;10.0;9;320;>6000 ;27;L;No ILS;5.8;6.9;-1.0;None;0;0;0;1
KATL;10.0;9;320;>6000 ;28;X;No ILS;6.9;5.8;-1.0;None;0;0;0;1
KORD;10.0;15;210;>6000 ;27;C;CAT III;7.5;13.0;-1.0;None;1;0;0;1
KORD;10.0;15;210;>6000 ;27;R;CAT III;7.5;13.0;-1.0;None;1;0;0;1
KORD;10.0;15;210;>6000 ;28;C;CAT III;5.1;14.1;-1.0;None;1;0;0;1
KIAD;10.0;21;330;>6000 ;1;R;CAT III;16.1;13.5;-1.0;None;1;0;0;1
KIAD;10.0;21;330;>6000 ;1;C;CAT III;16.1;13.5;-1.0;None;1;0;0;1
KIAD;10.0;21;330;>6000 ;1;L;CAT III;16.1;13.5;-1.0;None;1;0;0;1
KLAX;10.0;3;310;>6000 ;24;R;No ILS;1.0;2.8;25000.0;None;0;1;1;1
KJFK;10.0;24;340;>6000 ;31;R;CAT III;20.8;12.0;-1.0;None;1;0;0;1
KJFK;10.0;24;340;>6000 ;31;L;CAT III;20.8;12.0;-1.0;None;1;0;0;1
KSFO;10.0;5;260;>6000 ;28;L;CAT III;4.7;1.7;-1.0;None;1;0;0;0
KORD;10.0;15;210;>6000 ;27;C;CAT III;7.5;13.0;25000.0;None;1;0;0;1
KORD;10.0;15;210;>6000 ;27;R;CAT III;7.5;13.0;25000.0;None;1;0;0;1
KORD;10.0;15;210;>6000 ;28;C;CAT III;5.1;14.1;25000.0;None;1;0;0;1
KATL;10.0;10;330;>6000 ;26;R;No ILS;3.4;9.4;-1.0;None;0;0;0;1
KATL;10.0;10;330;>6000 ;27;L;No ILS;5.0;8.7;-1.0;None;0;0;0;1
KATL;10.0;10;330;>6000 ;28;X;No ILS;6.4;7.7;-1.0;None;0;0;0;1
KJFK;10.0;23;340;>6000 ;31;R;CAT III;19.9;11.5;-1.0;None;1;0;0;1
KJFK;10.0;23;340;>6000 ;31;L;CAT III;19.9;11.5;-1.0;None;1;0;0;1
KLAX;7.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;25000.0;None;0;1;1;1
KORD;10.0;14;200;>6000 ;27;C;CAT III;4.8;13.2;25000.0;None;1;0;0;1
KORD;10.0;14;200;>6000 ;27;R;CAT III;4.8;13.2;25000.0;None;1;0;0;1
KORD;10.0;14;200;>6000 ;28;C;CAT III;2.4;13.8;25000.0;None;1;0;0;1
KIAD;10.0;22;320;>6000 ;1;R;CAT III;14.1;16.9;-1.0;None;1;0;0;1
KIAD;10.0;22;320;>6000 ;1;C;CAT III;14.1;16.9;-1.0;None;1;0;0;1
KIAD;10.0;22;320;>6000 ;1;L;CAT III;14.1;16.9;-1.0;None;1;0;0;1
KATL;10.0;11;310;>6000 ;26;R;No ILS;7.1;8.4;-1.0;None;0;0;0;1
KATL;10.0;11;310;>6000 ;27;L;No ILS;8.4;7.1;-1.0;None;0;0;0;1
KATL;10.0;11;310;>6000 ;28;X;No ILS;9.5;5.5;-1.0;None;0;0;0;1
KJFK;10.0;24;330;>6000 ;31;R;CAT III;22.6;8.2;-1.0;None;1;0;0;1
KJFK;10.0;24;330;>6000 ;31;L;CAT III;22.6;8.2;-1.0;None;1;0;0;1
KIAD;10.0;18;330;>6000 ;1;C;CAT III;13.8;11.6;-1.0;None;1;0;0;1
KLAX;8.0;3;-1;>6000 ;24;R;No ILS;0.0;0.0;25000.0;None;0;1;1;1
KATL;10.0;10;330;>6000 ;26;R;No ILS;3.4;9.4;-1.0;None;0;0;0;1
KATL;10.0;10;330;>6000 ;27;L;No ILS;5.0;8.7;-1.0;None;0;0;0;1
