airport_icao;visibility;wind_speed;wind_gust;wind_direction;rvr;rvr_tendency;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KJFK;10.0;17;28;320;6000.0;Excellent;31;L;CAT I;16.7;3.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;17;28;320;6000.0;Excellent;31;R;CAT I;16.7;3.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;10;0;330;6000.0;Excellent;1;L;CAT III;7.7;-6.4;99999;No Phenomenon;1;0;0;1
KSFO;10.0;15;0;290;6000.0;Excellent;28;L;CAT II;14.8;2.6;99999;No Phenomenon;0;0;0;1
KSFO;10.0;15;0;290;6000.0;Excellent;28;R;CAT III;14.8;2.6;99999;No Phenomenon;0;0;0;1
KORD;10.0;21;29;50;6000.0;Excellent;9;L;CAT III;16.1;-13.5;99999;No Phenomenon;1;0;0;1
KORD;10.0;21;29;50;6000.0;Excellent;10;C;CAT III;13.5;-16.1;99999;No Phenomenon;1;0;0;1
KORD;10.0;21;29;50;6000.0;Excellent;10;R;CAT III;13.5;-16.1;99999;No Phenomenon;1;0;0;1
KLAX;10.0;3;0;-1;6000.0;Excellent;24;L;CAT III;-1.5;2.6;99999;No Phenomenon;0;0;1;1
KLAX;10.0;3;0;-1;6000.0;Excellent;24;R;CAT III;-1.5;2.6;99999;No Phenomenon;0;0;1;1
KLAX;10.0;3;0;-1;6000.0;Excellent;25;L;CAT III;-1.0;2.8;99999;No Phenomenon;0;0;1;1
KJFK;10.0;20;27;300;6000.0;Excellent;31;L;CAT I;19.7;-3.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;20;27;300;6000.0;Excellent;31;R;CAT I;19.7;-3.5;99999;No Phenomenon;1;0;0;1
KORD;10.0;18;0;40;6000.0;Excellent;9;L;CAT III;11.6;-13.8;99999;No Phenomenon;1;0;0;1
KORD;10.0;18;0;40;6000.0;Excellent;10;C;CAT III;9.0;-15.6;99999;No Phenomenon;1;0;0;1
KORD;10.0;18;0;40;6000.0;Excellent;10;R;CAT III;9.0;-15.6;99999;No Phenomenon;1;0;0;1
KSFO;10.0;13;0;280;6000.0;Excellent;28;L;CAT II;13.0;0.0;99999;No Phenomenon;0;0;0;1
KSFO;10.0;13;0;280;6000.0;Excellent;28;R;CAT III;13.0;0.0;99999;No Phenomenon;0;0;0;1
KIAD;10.0;8;0;300;6000.0;Excellent;1;L;CAT III;2.7;-7.5;99999;No Phenomenon;1;0;0;1
KATL;9.0;18;28;70;6000.0;Excellent;8;L;CAT III;17.7;-3.1;1000;No Phenomenon;1;1;0;0
KSFO;10.0;13;0;290;6000.0;Excellent;28;L;CAT II;12.8;2.3;99999;No Phenomenon;0;0;0;1
KSFO;10.0;13;0;290;6000.0;Excellent;28;R;CAT III;12.8;2.3;99999;No Phenomenon;0;0;0;1
KATL;10.0;15;0;70;6000.0;Excellent;8;L;CAT III;14.8;-2.6;1100;No Phenomenon;1;1;0;0
KLAX;10.0;10;0;250;6000.0;Excellent;24;L;CAT III;9.8;1.7;99999;No Phenomenon;0;0;1;1
KLAX;10.0;10;0;250;6000.0;Excellent;24;R;CAT III;9.8;1.7;99999;No Phenomenon;0;0;1;1
KLAX;10.0;10;0;250;6000.0;Excellent;25;L;CAT III;10.0;0.0;99999;No Phenomenon;0;0;1;1
KJFK;10.0;15;25;330;6000.0;Excellent;31;L;CAT I;14.1;5.1;99999;No Phenomenon;1;0;0;1
KJFK;10.0;15;25;330;6000.0;Excellent;31;R;CAT I;14.1;5.1;99999;No Phenomenon;1;0;0;1
KIAD;10.0;7;18;310;6000.0;Excellent;1;L;CAT III;3.5;-6.1;99999;No Phenomenon;1;0;0;1
KIAD;10.0;7;18;310;6000.0;Excellent;1;R;CAT III;3.5;-6.1;99999;No Phenomenon;1;0;0;1
KORD;10.0;19;25;40;6000.0;Excellent;9;L;CAT III;12.2;-14.6;99999;No Phenomenon;1;0;0;1
KORD;10.0;19;25;40;6000.0;Excellent;10;C;CAT III;9.5;-16.5;99999;No Phenomenon;1;0;0;1
KORD;10.0;19;25;40;6000.0;Excellent;10;R;CAT III;9.5;-16.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;22;29;310;6000.0;Excellent;31;L;CAT I;22.0;0.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;22;29;310;6000.0;Excellent;31;R;CAT I;22.0;0.0;99999;No Phenomenon;1;0;0;1
KSFO;10.0;12;0;290;6000.0;Excellent;28;L;CAT II;11.8;2.1;99999;No Phenomenon;0;0;0;1
KSFO;10.0;12;0;290;6000.0;Excellent;28;R;CAT III;11.8;2.1;99999;No Phenomenon;0;0;0;1
KIAD;10.0;7;20;320;6000.0;Excellent;1;C;CAT II;4.5;-5.4;99999;No Phenomenon;1;0;0;1
KIAD;10.0;7;20;320;6000.0;Excellent;1;L;CAT III;4.5;-5.4;99999;No Phenomenon;1;0;0;1
KIAD;10.0;7;20;320;6000.0;Excellent;1;R;CAT III;4.5;-5.4;99999;No Phenomenon;1;0;0;1
KORD;10.0;18;26;50;6000.0;Excellent;9;L;CAT III;13.8;-11.6;99999;No Phenomenon;1;0;0;1
KORD;10.0;18;26;50;6000.0;Excellent;10;C;CAT III;11.6;-13.8;99999;No Phenomenon;1;0;0;1
KORD;10.0;18;26;50;6000.0;Excellent;10;R;CAT III;11.6;-13.8;99999;No Phenomenon;1;0;0;1
KLAX;10.0;8;0;240;6000.0;Excellent;24;L;CAT III;8.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;8;0;240;6000.0;Excellent;24;R;CAT III;8.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;8;0;240;6000.0;Excellent;25;L;CAT III;7.9;-1.4;99999;No Phenomenon;0;0;1;1
KATL;10.0;12;22;80;6000.0;Excellent;8;L;CAT III;12.0;0.0;1000;No Phenomenon;1;1;0;0
KSFO;10.0;14;0;290;6000.0;Excellent;28;L;CAT II;13.8;2.4;99999;No Phenomenon;0;0;0;1
KSFO;10.0;14;0;290;6000.0;Excellent;28;R;CAT III;13.8;2.4;99999;No Phenomenon;0;0;0;1
KATL;9.0;17;23;80;6000.0;Excellent;8;L;CAT III;17.0;0.0;800;-RA;1;1;0;0
KIAD;10.0;11;0;310;6000.0;Excellent;1;C;CAT II;5.5;-9.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;11;0;310;6000.0;Excellent;1;L;CAT III;5.5;-9.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;11;0;310;6000.0;Excellent;1;R;CAT III;5.5;-9.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;20;29;310;6000.0;Excellent;31;L;CAT I;20.0;0.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;20;29;310;6000.0;Excellent;31;R;CAT I;20.0;0.0;99999;No Phenomenon;1;0;0;1
KLAX;10.0;13;0;250;6000.0;Excellent;24;L;CAT III;12.8;2.3;99999;No Phenomenon;0;0;1;1
KLAX;10.0;13;0;250;6000.0;Excellent;24;R;CAT III;12.8;2.3;99999;No Phenomenon;0;0;1;1
KLAX;10.0;13;0;250;6000.0;Excellent;25;L;CAT III;13.0;0.0;99999;No Phenomenon;0;0;1;1
KORD;10.0;14;24;40;6000.0;Excellent;9;L;CAT III;9.0;-10.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;14;24;40;6000.0;Excellent;10;C;CAT III;7.0;-12.1;99999;No Phenomenon;1;0;0;1
KORD;10.0;14;24;40;6000.0;Excellent;10;R;CAT III;7.0;-12.1;99999;No Phenomenon;1;0;0;1
KJFK;10.0;14;0;320;6000.0;Excellent;31;L;CAT I;13.8;2.4;99999;No Phenomenon;1;0;0;1
KJFK;10.0;14;0;320;6000.0;Excellent;31;R;CAT I;13.8;2.4;99999;No Phenomenon;1;0;0;1
KIAD;10.0;7;0;320;6000.0;Excellent;1;L;CAT III;4.5;-5.4;99999;No Phenomenon;0;1;0;0
KLAX;10.0;10;0;240;6000.0;Excellent;24;L;CAT III;10.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;10;0;240;6000.0;Excellent;24;R;CAT III;10.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;10;0;240;6000.0;Excellent;25;L;CAT III;9.8;-1.7;99999;No Phenomenon;0;0;1;1
KATL;3.0;15;0;70;6000.0;Excellent;8;L;CAT III;14.8;-2.6;800;-RA BR;1;1;0;0
KSFO;10.0;14;0;290;6000.0;Excellent;28;L;CAT II;13.8;2.4;99999;No Phenomenon;0;0;0;1
KSFO;10.0;14;0;290;6000.0;Excellent;28;R;CAT III;13.8;2.4;99999;No Phenomenon;0;0;0;1
KORD;10.0;17;0;30;6000.0;Excellent;9;L;CAT III;8.5;-14.7;99999;No Phenomenon;1;0;0;1
KORD;10.0;17;0;30;6000.0;Excellent;10;C;CAT III;5.8;-16.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;17;0;30;6000.0;Excellent;10;R;CAT III;5.8;-16.0;99999;No Phenomenon;1;0;0;1
KLAX;10.0;16;0;250;6000.0;Excellent;24;L;CAT III;15.8;2.8;99999;No Phenomenon;0;0;1;1
KLAX;10.0;16;0;250;6000.0;Excellent;24;R;CAT III;15.8;2.8;99999;No Phenomenon;0;0;1;1
KLAX;10.0;16;0;250;6000.0;Excellent;25;L;CAT III;16.0;0.0;99999;No Phenomenon;0;0;1;1
KSFO;10.0;22;29;270;6000.0;Excellent;28;L;CAT II;21.7;-3.8;99999;No Phenomenon;0;0;0;1
KSFO;10.0;22;29;270;6000.0;Excellent;28;R;CAT III;21.7;-3.8;99999;No Phenomenon;0;0;0;1
KIAD;10.0;7;0;270;6000.0;Excellent;1;L;CAT III;-1.2;-6.9;25000;No Phenomenon;0;1;0;0
KJFK;10.0;13;22;330;6000.0;Excellent;31;L;CAT I;12.2;4.4;99999;No Phenomenon;1;0;0;1
KJFK;10.0;13;22;330;6000.0;Excellent;31;R;CAT I;12.2;4.4;99999;No Phenomenon;1;0;0;1
KORD;10.0;16;0;30;6000.0;Excellent;9;L;CAT III;8.0;-13.9;99999;No Phenomenon;1;0;0;1
KORD;10.0;16;0;30;6000.0;Excellent;10;C;CAT III;5.5;-15.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;16;0;30;6000.0;Excellent;10;R;CAT III;5.5;-15.0;99999;No Phenomenon;1;0;0;1
KATL;7.0;18;23;80;6000.0;Excellent;8;L;CAT III;18.0;0.0;700;-RA;1;1;0;0
KJFK;10.0;13;0;340;6000.0;Excellent;31;L;CAT I;11.3;6.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;13;0;340;6000.0;Excellent;31;R;CAT I;11.3;6.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;3;0;250;6000.0;Excellent;1;C;CAT II;-1.5;-2.6;25000;No Phenomenon;1;1;0;1
KIAD;10.0;3;0;250;6000.0;Excellent;1;L;CAT III;-1.5;-2.6;25000;No Phenomenon;1;1;0;1
KIAD;10.0;3;0;250;6000.0;Excellent;1;R;CAT III;-1.5;-2.6;25000;No Phenomenon;1;1;0;1
KLAX;10.0;14;0;250;6000.0;Excellent;24;L;CAT III;13.8;2.4;99999;No Phenomenon;0;0;1;1
KLAX;10.0;14;0;250;6000.0;Excellent;24;R;CAT III;13.8;2.4;99999;No Phenomenon;0;0;1;1
KLAX;10.0;14;0;250;6000.0;Excellent;25;L;CAT III;14.0;0.0;99999;No Phenomenon;0;0;1;1
KORD;10.0;19;0;30;6000.0;Excellent;9;L;CAT III;9.5;-16.5;99999;No Phenomenon;1;0;0;1
KORD;10.0;19;0;30;6000.0;Excellent;10;C;CAT III;6.5;-17.9;99999;No Phenomenon;1;0;0;1
KORD;10.0;19;0;30;6000.0;Excellent;10;R;CAT III;6.5;-17.9;99999;No Phenomenon;1;0;0;1
KATL;5.0;15;21;80;6000.0;Excellent;8;L;CAT III;15.0;0.0;600;-RA BR;1;1;0;0
KSFO;10.0;17;0;270;6000.0;Excellent;28;L;CAT II;16.7;-3.0;99999;No Phenomenon;0;0;0;1
KSFO;10.0;17;0;270;6000.0;Excellent;28;R;CAT III;16.7;-3.0;99999;No Phenomenon;0;0;0;1
KJFK;10.0;12;0;330;6000.0;Excellent;31;L;CAT I;11.3;4.1;99999;No Phenomenon;1;0;0;1
KJFK;10.0;12;0;330;6000.0;Excellent;31;R;CAT I;11.3;4.1;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KLAX;10.0;11;0;250;6000.0;Excellent;24;L;CAT III;10.8;1.9;99999;No Phenomenon;0;0;1;1
KLAX;10.0;11;0;250;6000.0;Excellent;24;R;CAT III;10.8;1.9;99999;No Phenomenon;0;0;1;1
KLAX;10.0;11;0;250;6000.0;Excellent;25;L;CAT III;11.0;0.0;99999;No Phenomenon;0;0;1;1
KSFO;10.0;23;0;270;6000.0;Excellent;28;L;CAT II;22.7;-4.0;99999;No Phenomenon;0;0;0;1
KSFO;10.0;23;0;270;6000.0;Excellent;28;R;CAT III;22.7;-4.0;99999;No Phenomenon;0;0;0;1
KATL;7.0;18;25;80;6000.0;Excellent;8;L;CAT III;18.0;0.0;500;-RA;1;1;0;0
KORD;10.0;15;24;30;6000.0;Excellent;9;L;CAT III;7.5;-13.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;15;24;30;6000.0;Excellent;10;C;CAT III;5.1;-14.1;99999;No Phenomenon;1;0;0;1
KORD;10.0;15;24;30;6000.0;Excellent;10;R;CAT III;5.1;-14.1;99999;No Phenomenon;1;0;0;1
KJFK;10.0;14;19;310;6000.0;Excellent;31;L;CAT I;14.0;0.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;14;19;310;6000.0;Excellent;31;R;CAT I;14.0;0.0;99999;No Phenomenon;1;0;0;1
KLAX;10.0;12;0;250;6000.0;Excellent;24;L;CAT III;11.8;2.1;99999;No Phenomenon;0;0;1;1
KLAX;10.0;12;0;250;6000.0;Excellent;24;R;CAT III;11.8;2.1;99999;No Phenomenon;0;0;1;1
KLAX;10.0;12;0;250;6000.0;Excellent;25;L;CAT III;12.0;0.0;99999;No Phenomenon;0;0;1;1
KIAD;10.0;4;0;210;6000.0;Excellent;19;C;CAT III;3.8;1.4;25000;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;210;6000.0;Excellent;19;L;CAT III;3.8;1.4;25000;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;210;6000.0;Excellent;19;R;CAT III;3.8;1.4;25000;No Phenomenon;1;0;0;1
KSFO;10.0;24;31;260;6000.0;Excellent;28;L;CAT II;22.6;-8.2;99999;No Phenomenon;0;0;0;1
KSFO;10.0;24;31;260;6000.0;Excellent;28;R;CAT III;22.6;-8.2;99999;No Phenomenon;0;0;0;1
KATL;7.0;13;23;70;6000.0;Excellent;8;L;CAT III;12.8;-2.3;500;-RA;1;1;0;0
KORD;10.0;13;0;40;6000.0;Excellent;9;L;CAT III;8.4;-10.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;13;0;40;6000.0;Excellent;10;C;CAT III;6.5;-11.3;99999;No Phenomenon;1;0;0;1
KLAX;10.0;14;0;240;6000.0;Excellent;24;L;CAT III;14.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;14;0;240;6000.0;Excellent;24;R;CAT III;14.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;14;0;240;6000.0;Excellent;25;L;CAT III;13.8;-2.4;99999;No Phenomenon;0;0;1;1
KIAD;10.0;4;0;210;6000.0;Excellent;19;L;CAT III;3.8;1.4;25000;No Phenomenon;1;0;0;1
KSFO;10.0;22;31;270;6000.0;Excellent;28;L;CAT II;21.7;-3.8;99999;No Phenomenon;0;0;0;1
KSFO;10.0;22;31;270;6000.0;Excellent;28;R;CAT III;21.7;-3.8;99999;No Phenomenon;0;0;0;1
KJFK;10.0;8;0;320;6000.0;Excellent;31;L;CAT I;7.9;1.4;99999;No Phenomenon;1;0;0;1
KJFK;10.0;8;0;320;6000.0;Excellent;31;R;CAT I;7.9;1.4;99999;No Phenomenon;1;0;0;1
KATL;10.0;15;0;80;6000.0;Excellent;8;L;CAT III;15.0;0.0;500;No Phenomenon;1;1;0;0
KORD;10.0;8;0;30;6000.0;Excellent;10;C;CAT III;2.7;-7.5;99999;No Phenomenon;1;0;0;0
KLAX;10.0;10;0;250;6000.0;Excellent;24;L;CAT III;9.8;1.7;99999;No Phenomenon;0;0;1;1
KLAX;10.0;10;0;250;6000.0;Excellent;24;R;CAT III;9.8;1.7;99999;No Phenomenon;0;0;1;1
KLAX;10.0;10;0;250;6000.0;Excellent;25;L;CAT III;10.0;0.0;99999;No Phenomenon;0;0;1;1
KJFK;10.0;4;0;320;6000.0;Excellent;31;L;CAT I;3.9;0.7;99999;No Phenomenon;1;0;0;1
KJFK;10.0;4;0;320;6000.0;Excellent;31;R;CAT I;3.9;0.7;99999;No Phenomenon;1;0;0;1
KIAD;10.0;5;0;200;6000.0;Excellent;19;L;CAT III;4.9;0.9;25000;No Phenomenon;1;0;0;1
KATL;10.0;11;0;70;6000.0;Excellent;8;L;CAT III;10.8;-1.9;500;No Phenomenon;1;1;0;0
KSFO;10.0;19;28;260;6000.0;Excellent;28;L;CAT II;17.9;-6.5;99999;No Phenomenon;0;0;0;1
KSFO;10.0;19;28;260;6000.0;Excellent;28;R;CAT III;17.9;-6.5;99999;No Phenomenon;0;0;0;1
KORD;10.0;10;0;20;6000.0;Excellent;10;C;CAT III;1.7;-9.8;99999;No Phenomenon;1;0;0;0
KIAD;10.0;4;0;200;6000.0;Excellent;19;C;CAT III;3.9;0.7;25000;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;200;6000.0;Excellent;19;L;CAT III;3.9;0.7;25000;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;200;6000.0;Excellent;19;R;CAT III;3.9;0.7;25000;No Phenomenon;1;0;0;1
KJFK;10.0;6;0;270;6000.0;Excellent;31;L;CAT I;4.6;-3.9;99999;No Phenomenon;1;0;0;1
KJFK;10.0;6;0;270;6000.0;Excellent;31;R;CAT I;4.6;-3.9;99999;No Phenomenon;1;0;0;1
KORD;10.0;8;0;20;6000.0;Excellent;10;C;CAT III;1.4;-7.9;99999;No Phenomenon;1;0;0;0
KLAX;10.0;7;0;230;6000.0;Excellent;24;L;CAT III;6.9;-1.2;99999;No Phenomenon;0;0;1;1
KLAX;10.0;7;0;230;6000.0;Excellent;24;R;CAT III;6.9;-1.2;99999;No Phenomenon;0;0;1;1
KLAX;10.0;7;0;230;6000.0;Excellent;25;L;CAT III;6.6;-2.4;99999;No Phenomenon;0;0;1;1
KSFO;10.0;20;0;250;6000.0;Excellent;28;L;CAT II;17.3;-10.0;99999;No Phenomenon;0;0;0;1
KSFO;10.0;20;0;250;6000.0;Excellent;28;R;CAT III;17.3;-10.0;99999;No Phenomenon;0;0;0;1
KATL;7.0;12;0;80;6000.0;Excellent;8;L;CAT III;12.0;0.0;400;-RA;1;1;0;0
KLAX;10.0;7;0;230;6000.0;Excellent;24;L;CAT III;6.9;-1.2;99999;No Phenomenon;0;0;1;1
KLAX;10.0;7;0;230;6000.0;Excellent;24;R;CAT III;6.9;-1.2;99999;No Phenomenon;0;0;1;1
KLAX;10.0;7;0;230;6000.0;Excellent;25;L;CAT III;6.6;-2.4;99999;No Phenomenon;0;0;1;1
KSFO;10.0;21;0;260;6000.0;Excellent;28;L;CAT II;19.7;-7.2;99999;No Phenomenon;0;0;0;1
KSFO;10.0;21;0;260;6000.0;Excellent;28;R;CAT III;19.7;-7.2;99999;No Phenomenon;0;0;0;1
KIAD;10.0;4;0;180;6000.0;Excellent;19;C;CAT III;3.9;-0.7;25000;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;180;6000.0;Excellent;19;L;CAT III;3.9;-0.7;25000;No Phenomenon;1;0;0;1
KIAD;10.0;4;0;180;6000.0;Excellent;19;R;CAT III;3.9;-0.7;25000;No Phenomenon;1;0;0;1
KATL;0.25;13;0;80;6000.0;Excellent;8;L;CAT III;13.0;0.0;400;No Phenomenon;1;1;0;0
KORD;10.0;9;0;10;6000.0;Excellent;10;C;CAT III;-0.0;-9.0;99999;No Phenomenon;1;0;0;0
KJFK;10.0;5;0;280;6000.0;Excellent;31;L;CAT I;4.3;-2.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;5;0;280;6000.0;Excellent;31;R;CAT I;4.3;-2.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;4;0;300;6000.0;Excellent;31;L;CAT I;3.9;-0.7;99999;No Phenomenon;1;0;0;1
KJFK;10.0;4;0;300;6000.0;Excellent;31;R;CAT I;3.9;-0.7;99999;No Phenomenon;1;0;0;1
KSFO;10.0;10;0;280;6000.0;Excellent;28;L;CAT II;10.0;0.0;99999;No Phenomenon;0;0;0;1
KSFO;10.0;10;0;280;6000.0;Excellent;28;R;CAT III;10.0;0.0;99999;No Phenomenon;0;0;0;1
KLAX;10.0;7;0;240;6000.0;Excellent;24;L;CAT III;7.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;7;0;240;6000.0;Excellent;24;R;CAT III;7.0;0.0;99999;No Phenomenon;0;0;1;1
KLAX;10.0;7;0;240;6000.0;Excellent;25;L;CAT III;6.9;-1.2;99999;No Phenomenon;0;0;1;1
KATL;0.25;13;0;80;6000.0;Excellent;8;L;CAT III;13.0;0.0;300;BR;1;1;0;0
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KLAX;10.0;5;0;200;6000.0;Excellent;24;L;CAT III;3.8;-3.2;99999;No Phenomenon;0;0;1;1
KLAX;10.0;5;0;200;6000.0;Excellent;24;R;CAT III;3.8;-3.2;99999;No Phenomenon;0;0;1;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KSFO;10.0;11;0;270;6000.0;Excellent;28;L;CAT II;10.8;-1.9;15000;No Phenomenon;0;0;0;1
KSFO;10.0;11;0;270;6000.0;Excellent;28;R;CAT III;10.8;-1.9;15000;No Phenomenon;0;0;0;1
KJFK;10.0;4;0;300;6000.0;Excellent;31;L;CAT I;3.9;-0.7;99999;No Phenomenon;1;0;0;1
KJFK;10.0;4;0;300;6000.0;Excellent;31;R;CAT I;3.9;-0.7;99999;No Phenomenon;1;0;0;1
KATL;0.25;13;0;80;4500.0;Deteriorating;8;L;CAT III;13.0;0.0;300;-DZ BR;1;1;0;0
KORD;10.0;6;0;20;6000.0;Excellent;9;C;CAT III;2.1;-5.6;99999;No Phenomenon;1;0;0;0
KSFO;10.0;13;0;260;6000.0;Excellent;28;L;CAT II;12.2;-4.4;20000;No Phenomenon;0;0;0;1
KSFO;10.0;13;0;260;6000.0;Excellent;28;R;CAT III;12.2;-4.4;20000;No Phenomenon;0;0;0;1
KORD;10.0;3;0;360;6000.0;Excellent;9;C;CAT III;-0.0;-3.0;99999;No Phenomenon;1;0;0;0
KLAX;9.0;3;0;220;6000.0;Excellent;24;L;CAT III;2.8;-1.0;99999;No Phenomenon;0;0;1;1
KLAX;9.0;3;0;220;6000.0;Excellent;24;R;CAT III;2.8;-1.0;99999;No Phenomenon;0;0;1;1
KJFK;10.0;4;0;250;6000.0;Excellent;31;L;CAT I;2.0;-3.5;99999;No Phenomenon;1;0;0;1
KJFK;10.0;4;0;250;6000.0;Excellent;31;R;CAT I;2.0;-3.5;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KATL;0.25;11;0;70;5500.0;Stable;8;L;CAT III;10.8;-1.9;200;-DZ BR;1;1;0;0
KSFO;10.0;20;28;250;6000.0;Excellent;28;L;CAT II;17.3;-10.0;20000;No Phenomenon;0;0;0;1
KSFO;10.0;20;28;250;6000.0;Excellent;28;R;CAT III;17.3;-10.0;20000;No Phenomenon;0;0;0;1
KJFK;10.0;4;0;280;6000.0;Excellent;31;L;CAT I;3.5;-2.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;4;0;280;6000.0;Excellent;31;R;CAT I;3.5;-2.0;99999;No Phenomenon;1;0;0;1
KATL;0.25;11;0;60;6000.0;Excellent;8;L;CAT III;10.3;-3.8;200;-DZ BR;1;1;0;0
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;99999;No Phenomenon;1;0;0;1
KORD;10.0;7;0;30;6000.0;Excellent;10;C;CAT III;2.4;-6.6;99999;No Phenomenon;1;0;0;0
KLAX;9.0;3;0;220;6000.0;Excellent;24;L;CAT III;2.8;-1.0;99999;No Phenomenon;0;0;1;1
KLAX;9.0;3;0;220;6000.0;Excellent;24;R;CAT III;2.8;-1.0;99999;No Phenomenon;0;0;1;1
KORD;10.0;8;0;20;6000.0;Excellent;9;C;CAT III;2.7;-7.5;99999;No Phenomenon;1;0;0;0
KORD;10.0;8;0;20;6000.0;Excellent;10;C;CAT III;1.4;-7.9;99999;No Phenomenon;1;0;0;0
KIAD;10.0;0;0;0;6000.0;Excellent;19;C;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;L;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KIAD;10.0;0;0;0;6000.0;Excellent;19;R;CAT III;-0.0;0.0;25000;No Phenomenon;1;0;0;1
KJFK;10.0;3;0;230;6000.0;Excellent;31;L;CAT I;0.5;-3.0;99999;No Phenomenon;1;0;0;1
KJFK;10.0;3;0;230;6000.0;Excellent;31;R;CAT I;0.5;-3.0;99999;No Phenomenon;1;0;0;1
KSFO;10.0;14;0;260;6000.0;Excellent;28;L;CAT II;13.2;-4.8;20000;No Phenomenon;0;0;0;1
KSFO;10.0;14;0;260;6000.0;Excellent;28;R;CAT III;13.2;-4.8;20000;No Phenomenon;0;0;0;1
KLAX;7.0;3;0;220;6000.0;Excellent;24;L;CAT III;2.8;-1.0;99999;No Phenomenon;0;0;1;1
KLAX;7.0;3;0;220;6000.0;Excellent;24;R;CAT III;2.8;-1.0;99999;No Phenomenon;0;0;1;1
KATL;0.25;9;0;90;6000.0;Excellent;8;L;CAT III;8.9;1.6;300;-DZ BR;1;1;0;0
KATL;0.25;9;0;90;6000.0;Excellent;8;L;CAT III;8.9;1.6;300;-DZ BR;1;1;0;0
